project_id,project_name,agency,legacy_ocms_code,state,approval_start_date,actual_completion_date,original_completion_date,revised_completion_date,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,report_month,source_file,source_table
617891,"Construction of Two lane with Paved Shoulder for Fatehpur Bypass Design Km 0.000 to Km 7.400 , Mandawa Bypass Design Km 20.925 to Km 27.300 & Jhunjhunu Bypass Design Km 41.625 to Km 54.689 of NH-11 on EPC Mode in the state of Rajasthan .",MoRTH,N24001866,Rajasthan (02/2023),2022-03,2024-08,2025-09,,186.29,,78.06,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617900,Upgradation to Two Lane Paved Shoulder in km 33/0 to 126/520 of NH-23 Old NH-11B Kothun-Lalsot-Karoli-Dholpur road in the state of Rajasthan under EPC mode Length-93.52 Km.,MoRTH,N24001530,Rajasthan (09/2022),2021-12,2024-09,2026-05,,150.11,,12.25,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617924,Construction of bypass to Nayagarh town from km 235.469 to 252.482 of NH-57 including land acquisition in the state of Odisha.,MoRTH,N24001860,Odisha (05/2023),2022-01,2025-04,2026-02,,300.33,,103.64,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617954,Balance work of Rehabilitation and upgrading to 2lane/2lane with paved shoulder configuration and strengthening from from Km 343.80 to 400.33 of Gowribidanur- Chik Ballapur section in the state of Karnataka Under Annual Plan 2021-22 under EPC Mode.-952,MoRTH,N24001937,Karnataka (02/2023),2022-03,2025-02,2025-10,,398.48,,242.02,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617959,Rehabilitation & Widening work for 2 Lane with Paved Shoulder of Existing NH-80 from km 70.15 to Km 121.025 of Munger-Suttanganj -BhagatpurMirzachowki section on EPC Mode in the State of Bihar.,MoRTH,N24001875,Bihar (02/2023),2021-03,2025-01,2025-11,,477.54,,343.05,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617970,Reconstruction of existing 2 L/IL to 2L with paved shoulder from existing km 52.200 to 92.880 of NH-,MoRTH,N24000775,Uttarakhand (06/2017),2016-10,2019-06,2023-09,,282.08,,352.53,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617973,Strengthening and widening of existing 2 lane road to two lane paved shoulder from km 7.750 to 26.542 & km. 32.093 to 45.786 of NH-130 on EPC mode in the state of chhattisgarh.job No. 130-CG-2017-18-348,MoRTH,N24001228,Chhattisgarh (05/2019),2017-11,2020-11,2023-06,,188.8,,107.79,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617975,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building Rehabilitation and upgradation to 2 lane with paved shoulder configuration from km 122.00 Dharasu Bend to km 147.230 Silkyara Bend of NH-94 in the state of Uttarakhand Total (121) 104751.18 80525.34",PAIMANA,N24000820,Uttarakhand (11/2017),2017-03,2019-11,2026-01,,237.79,,196.69,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617990,Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharla road from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh. Andhra Pradesh 03/2023,MoRTH,N24002025,Andhra Pradesh (02/2024),2023-03,2025-11,2025-11,,242.0,,99.13,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617992,Rehabilitation & upgradation of NH - 167 from design km 187.723 to 234.434 Miryalaguda to Kodad section to two lane with paved shoulder on EPC mode in the state of Telangana,MoRTH,N24001281,Telangana (09/2018),2018-03,2020-09,2026-01,,322.81,322.81,154.47,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617996,Widening to 2/4 Lane with paved shoulders from Km 182.120 to Km 227.600 of NH 167 on Haggari-Jadcherla Road on EPC mode under NHO in the state of Telangana,MoRTH,N24002132,Telangana (02/2017),2016-10,2019-02,2024-04,,298.0,,238.2,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618002,Widening of existing single lane to intermediate lane road from Mokokchung to Chare via Dikhu in the state of Nagaland on EPC mode,MoRTH,N24001418,Nagaland (06/2023),2021-02,2025-06,2025-11,,192.93,,110.98,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618008,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",MoRTH,N24001730,Uttar Pradesh (03/2022),2021-03,2023-09,2024-09,,185.09,269.81,200.32,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618026,Rehabilitation and upgradation to two lane with paved shoulders from Km 0/000 to 72/6 of NH-365 Nakrekal to Tanamcherla section under NHDP IV in the state of Telangana under EPC mode,MoRTH,N24000996,Telangana (11/2017),2017-06,2019-10,2025-05,,605.08,,585.2,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618045,"Construction of Mihona bypass, Lahar bypass, Daboh bypass & Bhander Bypass total length 20.60 km to 2-lane with paved shoulder from on Mihona-Bhander- MP/UP border section of NH 552E in the State of Madhya Pradesh on EPC mode Madhya Pradesh 03/2022",MoRTH,N24001962,Madhya Pradesh (06/2023),2022-03,2024-12,2025-07,,179.18,,74.89,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618050,Rehabilitation and Upgradation to 2-lane/Intermediate lane configuration of Ashyari-Shri Kyari Section km 50.000 to km 75.000 of NH-707 in the state of Himachal Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode. Himachal Pradesh 08/2020,MoRTH,N24001422,Himachal Pradesh (09/2021),2020-08,2023-09,2025-12,,345.89,359.56,232.82,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618093,Up-gradation to 2 lane with Paved shoulder from Charbhuja at Design km 0.00 existing km 150.00 to Neechli Oden Nathdwara at Design ch. Km 88.800 existing km 55.950 of NH-162E on EPC mode.,MoRTH,N24001927,Rajasthan (09/2023),2022-02,2025-09,2025-04,,838.43,,43.9,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618099,"Rehabilitation & up-gradation for Talere Gaganbawada - kolhapur Road NH 166G stretch start from km. 0/00 to Km. 06/00 and km. 13/00 to km 19/440 of NH-166G, length 12.440 km in the State of Maharashtra.",MoRTH,,Maharashtra (10/2024),2024-03,2026-04,2025-10,,164.13,,115.51,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618110,Improvement and upgradation to two lane with Paved Shoulder configuration from existing km 55.00 to km 90.00 Design length 34.76 of NH-227A near Chhapia Village to near Sikriganj in the State of UP on EPC Mode.,MoRTH,N24001469,Uttar Pradesh (11/2022),2021-11,2024-05,2025-05,,307.11,,136.8,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618132,Widening & strengthening of existing carriageway in 2 lane with paved shoulders from km 25/0 to 59/2 design Ch km 25.467 to 59.200 of NH - 353C on EPC mode in the state of Telangana,MoRTH,N24000989,Telangana (06/2018),2018-02,2020-06,2025-01,,206.13,,318.62,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618142,Widening to Two lane with Paved shoulders from km.40/410 to 84/037 of Thirumanlagiri-- Suryapet Section of NH-365B earstwhile section of SH-16,MoRTH,N24002025,Telangana (05/2017),2017-01,2019-05,2023-08,,244.54,,147.48,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618143,widening to two lane with Paved shoulders from Km.0/970 to Km.40/410 of Jangaon - Thirumal giriof NH- 365B in the state of Telanganaon EPC mode under NHO Annual Plan 2016-17,MoRTH,N24000983,Telangana (11/2017),2017-03,2019-10,2023-10,,197.0,,3.24,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618191,"Rehabilitation and upgradation of NH-167AD from Macherla to Dachepalli via Paluvai Junction, Rentachinthala, Gurazala from Km.0.000 to 43.659 to two lane with paved shoulders in the state of Andhra Pradesh job-729 Andhra Pradesh 01/2022",MoRTH,N24001951,Andhra Pradesh (01/2023),2022-01,2025-01,2026-02,,403.22,,256.17,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618237,Rehabilitation and Up-gradation of Pasarlapudi to Dhindi section from Km 105/170 to Km 126/510 of NH -214 New NH -216 to two lane with paved shoulder in the state of Andhra Pradesh under NHDP-IV Andhra Pradesh 03/2017,MoRTH,N24000969,Andhra Pradesh (09/2017),2017-03,2019-09,2026-01,,263.45,,158.8,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618258,Two laning with paved shoulders of Gondiguda to Araku uptoBhallaguda section of NH 516E Andhra Pradesh 08/2020,MoRTH,N24001956,Andhra Pradesh (09/2021),2020-08,2023-09,2025-12,,296.66,289.11,275.38,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618259,Two laning with paved shoulders of Paderu to GundigudaSection of NH 516E Andhra Pradesh 08/2020,MoRTH,N24001386,Andhra Pradesh,,2023-03,2025-10,,222.61,,181.04,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618285,Widening/Improvement to 4 -Lane with Paved Shoulder from Ch. 88.000km to Ch.99.930 km Design Ch.84.100km to Ch.96.000 km of Sagunbashi forest near Nichinta to starting of Krishnai Bypass Section of Bilasipura Guwahati road NH 17 on EPC Package-7,NHIDCL,N24001368,Assam (10/2023),2021-03,2025-10,2025-08,,286.72,,220.81,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618329,Construction of 4/6 Laning from Km 132.375 to Km 153.058 Total New Alignment length of 20.683 Km of Daboka-Dimapur Section Dimapur Bypass Nagaland Portion of NH-36 & 39 in the State of Nagaland on EPC basis under PhaseA of SARDP-NE,NHIDCL,N24001281,Nagaland (09/2017),2017-02,2020-09,2025-09,,819.39,,635.0,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618330,Construction of 4/6 Laning from existing Km 159.400 of NH-36 to existing Km 102.500 of NH-39 and upto end point of Assam portion [Design Km 118.050 to design Km 132.375] Total New Alignment length of 14.325 Km of Daboka - Dimapur Section Dimapur Bypass in the state of Assam under SARDP-NE 'Phase-A' on EPC mode Assam Portion,NHIDCL,N24001263,Assam (11/2019),2018-03,2022-11,2025-11,,511.02,,671.35,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618341,Up-gradation to 2-lane with paved shoulders of Ngopa - Pawlrang section of NH 102B of Aizawl - Imphal Economic Corridor from Existing Chainage km 32.796 to km 72.030 [Design Chainage km 31.280 to km 68.170] in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-2 Keifang- Tuivai Pkg-2,NHIDCL,N24001545,Mizoram (09/2023),2021-09,2025-02,2025-06,,523.78,,426.69,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618372,"Widening / Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Kachukhana Harichara Paglagaunj to Dhubri - Phulbari Bridge approach Package-II of Srirampur - Dhubri Section of NH-127B from existing Km 28.050 to Km 55.060 Design Km 27.650 to Km 54.154, Design Length26.504 Km under JICA ODA Loan assistance Phase-V [Srirampur - Dhubri Pkg-2]",NHIDCL,N24001544,Assam (01/2023),2022-03,2025-01,2025-06,,909.02,,683.81,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618381,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 250.00 Lunglei to km 298.00 on Aizawl- Tuipang section under JICA ODA Loan assistance Phase-I Package-6,NHIDCL,N24000863,Mizoram (12/2019),2019-09,2023-06,2025-05,,768.76,,168.78,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618382,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 298.00 to km 339.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-7,NHIDCL,N24000864,Mizoram (10/2020),2019-09,2024-04,2025-05,,605.76,750.32,132.33,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618384,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 166. 000 to Km 208.000 Package-4 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-4,NHIDCL,N24000862,Mizoram (10/2019),2019-09,2023-04,2025-04,,899.45,,191.68,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618386,Rehabilitation & Upgradation of Road from Km 0.00 to Km 18.600 Total length- 18.600 km of Kumarghat-Kailashahar section on NH-208 to 2-lane with Paved shoulder on EPC bais under NHO,NHIDCL,N24001263,Tripura (07/2020),2020-02,2022-01,2024-12,,277.5,302.03,273.04,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618456,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-14 Ch. 388.420 to Ch. 419.000 [Junction with NH- 76 to Junction with NH-12 near village Ummedpura],NHAI,N24001568,Rajasthan (05/2021),2019-11,2023-05,2025-03,,1119.35,1194.17,1114.19,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618464,Vadodara Mumbai Expressway Ena -Kim Phase IB - Pkg VI [Km 217.500 to Km 254.430],NHAI,,Gujarat (12/2021),2020-05,2023-12,2025-06,,2271.86,4297.28,2991.42,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618465,Vadodara Mumbai Expressway Gandeva to Ena Phase IB - Pkg VII [Km 190.00 to Km 217.500],NHAI,N24001789,Gujarat (11/2021),2020-07,2023-11,2026-01,,1710.3,3392.21,2451.01,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618468,Vadodara Mumbai Expressway Phase II - Pkg XI [Km. 77.000 to Km. 103.400] Ganjad - Talsari,NHAI,N24001504,Maharashtra (05/2022),2020-06,2024-05,2026-01,,1524.71,1913.95,901.76,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618498,6L Greenfield Kanpur - Lucknow Expressway Pkg II from km. 28.500 to km. 73.744,NHAI,N24001731,Uttar Pradesh (11/2022),2021-12,2025-05,2026-02,,2471.56,2489.0,1439.5,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618501,Ahmedabad - Dholera Pkg I from km. 0.00 to km. 22.00 [Sardar Patel Ring Road - Sindhrej Village],NHAI,N24001443,Gujarat (01/2022),2020-05,2024-01,2026-01,,1298.0,1421.05,1385.83,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618502,Ahmedabad - Dholera Pkg II from km. 22.00 to km. 48.52 [Sindhrej Village - Vejallka Village],NHAI,N24001444,Gujarat (01/2022),2020-05,2024-01,2026-04,,1415.34,1729.69,1785.68,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618515,6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48 Pkg-I,NHAI,N24001679,"Multi-States (Maharashtra, Karnataka) (10/2022)",2021-11,2025-04,2026-03,,1479.3,1237.04,1199.4,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV Andhra Pradesh 01/2020,NHAI,N24001301,Andhra Pradesh (07/2021),2020-01,2024-01,2026-05,,1194.57,1757.82,862.83,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618532,"6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 209.827 to Km. 249.525 of NH-19 PKG-02 Multi-States (Bihar,",NHAI,N24001700,Jharkhand) (03/2022),2021-06,2024-03,2026-04,,1822.46,738.11,611.43,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618553,6L of Agra Bypass Northern connecting Km. 174.500 of NH-2 new NH-19 to Km. 141.000 of Yamuna Expressways,NHAI,N24001852,Uttar Pradesh (02/2023),2022-01,2025-02,2026-01,,957.62,1034.42,759.58,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618562,Dindigul Bypass - Samyanallore from km. 373.275 to km. 426.00 Tamil Nadu 06/2005,NHAI,,Tamil Nadu,,2009-01,2025-07,,579.0,295.5,141.09,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618570,4L Elevated Highway and at grade improvements at Gopalganj Town from Km. 384.000 to Km. 386.750 on NH-27,NHAI,N24001702,Bihar (03/2022),2021-10,2024-08,2025-05,,325.57,248.92,241.89,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618576,"6L Standalone Flyovers at Raha, Demow, Borghat, Kathiatali junctions and ROB at Jagiroad on stretches of NH 36 and NH 27",NHAI,N24001545,Assam (12/2022),2022-03,2024-06,2024-10,,280.75,255.53,212.27,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618578,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 6L Access Controlled Highway from DND Maharani Bagh - Jn. with Jaitpur - Pushta Road of NH-148NA from km. 0.00 to km. 9.00 in NCR",PAIMANA,N24001773,Delhi (01/2022),2020-07,2024-07,2026-04,,1467.44,2510.34,1652.29,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618582,4L of Galgalia - Bahadurganj section from Km 0.000 to Km 49.000 Package-I of NH327E,NHAI,,Bihar (01/2022),2021-01,2024-01,2025-02,,1282.97,1282.97,816.12,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618583,4L of Bahadurganj Araria section from Km 49.000 to Km 94.000 Package-II of NH-327E,NHAI,,Bihar (01/2022),2021-01,2024-01,2025-01,,1358.77,1358.77,812.28,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618614,Sanchore - Santalpur from km 67.000 - km 99.000 of NH-754K AJ-RGBS- Package-3,NHAI,N24001790,Gujarat (08/2021),2020-02,2023-08,2024-01,,752.3,765.25,601.6,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618624,Mangloor to Telangana Maharashtra Border,NHAI,,"Multi-States (Maharashtra, Telangana) (04/2019)",2018-03,2021-04,2025-10,,1082.65,1323.12,1011.7,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618625,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building Indore - Gujarat / MP Border from km. Km 9.500 to Km 171.000 of NH-59 in MP Madhya Pradesh 12/2009",PAIMANA,,Madhya Pradesh,,2013-02,2026-02,,1175.0,217.22,191.43,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618638,Tarsod - Fagne section of NH-6 Maharashtra 06/2016,NHAI,,Maharashtra,,2021-07,2026-04,,2267.99,2560.5,2213.75,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618652,Chakur Loha Section of NH-361 from km 114.600 to km 187.80 Maharashtra 03/2018,NHAI,,Maharashtra,,2021-03,2026-02,,1241.38,3342.11,1717.21,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618665,4L of Sagar - Mohari from Km.8 to Km.50 Pkg-I Madhya Pradesh 03/2021,NHAI,N24001615,Madhya Pradesh,,2024-04,2026-03,,790.78,660.38,555.28,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618676,6L of Dhanara - Hatibena Section from Km 124.611 to km 146.50 of NH-130-CD Package OD-1 Multi-States,NHAI,N24001669,(03/2022),2021-02,2024-03,2026-03,,477.76,638.32,359.28,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618695,Indore - Harda Pkg-III [Nanasa to Pidgaon Section from km 95.000 to km 142.445] Madhya Pradesh 01/2020,NHAI,N24001762,Madhya Pradesh (10/2021),2020-01,2023-10,2026-04,,1146.22,1240.64,758.23,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
618698,Challakere to Hariyur section from km 358.500 to km 414.205 of NH-150 A Karnataka 03/2018,NHAI,,Karnataka,,2023-01,2025-12,,1167.52,1873.58,1243.48,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
